评论ID,评论内容
63876,"33', 还行吧~"
63879,git config：配置相关信息\n    git clone：复制仓库\n    git init：初始化仓库\n    git add：添加更新内容到索引中\n    git diff：比较内容\n    git status：获取当前项目状况\n    git commit：提交\n    git branch：分支相关\n    git checkout：切换分支\n    git merge：合并分支\n    git reset：恢复版本\n    git log：查看日志
63882,加油
63885,刚开始还没准备好
63888,python
63891,很不顺利
63897,有点进步
63900,0
63906,哪种情况会赢是个好问题
63909,666
63915,目标百楼一定成功
63921,每次用gcc-o 都不行。
63924,实验环境里的编辑器没有安装emmet插件，用不了emmet语法，这点体验很不好，希望环境中能把这个插件装上，体验就更好了
63927,还不错，第一次用这东西，都不用自己搭建环境了
63930,刚开始是挺基础的，加油！
63939,居然有这玩意，很好玩的样子
63960,很基础啊，很不错
63963,垃圾，卡的要死
63966,666
63969,good
63981,实验楼666！！
63984,调试程序必须耐心细致，不要老想着机器会不会出错，而是多想想自己是不是漏掉了一些显而易见的错误，多积累经验！！！！
63996,"支持,点赞。你赢了。"
63999,刚学了django，来复习复习，实验楼的环境很不错，不差钱的时候开个会员
64002,很棒！！！
64008,坚持
64011,666
64014,系统有问题。。。一直自动给我输“in”，搞得我浪费了好多时间。。。。
64017,fdffffffffff
64020,不能粘贴内容到实验环境
64029,interesting
64035,没有root权限，没法实验，怎样可以拿到root权限啊
64041,好用
64047,TM的时间过得真快
64053,很好的激励方法，有一种通过的快感！
64059,学会了如何 使用JDBC连接数据库查询语句
64062,了解了pyqt的基本用法
64065,很不错！！！太喜欢了
64068,很好的平台，再学习一段时间就办会员！
64071,很惊艳，以后会常来逛逛，省去搭建环境。
64074,wewee
64080,u77
64086,主从复制没有相应的实验代码，可以复制多个redis.conf，每个配置不同的端口号，开启多个终端测试，同时如果没有启动哨兵模式的话，从机是不会自动成为主机的。
64104,感觉实验内容很丰富
64125,继续努力
64131,XDG_RUNTIME_DIR not set in the environment 创建脚本报错，不知道是什么问题
64134,努力学习
64137,很基础的实验，谢谢
64140,加油！
64143,21' 尚可
64146,环境速度很好
64149,非常好的caffe入门教程，谢谢
64194,最简单的开始
64200,边理论，边实践，很棒
64209,virtualenv  非常重要!!是一个很棒的第三方库  开发必备 对它好话就不多说了
64212,文档不错，就是操作起来有点卡，不知道是不是网速问题
64215,初学，不过觉行挺好！
64227,It's a small step for me.However I believe it will contribute me to the peak.
64239,真的累
64242,very good l like
64245,环境很好
64248,一课时好长。。。延长也学不完。。
64251,find /etc -name sources.list\ncd /etc/apt\nsudo chown shiyanlou sources.list\nsudo chmod 600 sources.list
64257,谢谢，很好用，以后继续使用实验楼
64260,ok
64263,谢谢
64272,好卡，一会儿回来
64275,1.INNER JOIN 和 LEFT JOIN 效果一样，但不知具体的区别在哪；\n2. 输出txt文件时我用的是创建视图表导出的方式，不知道是不是符合实验原本的要求？
64284,很好用
64290,if request.method == 'POST':\n        do_the_login()\n    else:\n        show_the_login_form()\n这里request 报错 说未定义
64293,恩，挺好 的。
64296,打开vim编辑器，不能显示任何输入
64302,太卡了
64314,还没懂
64323,初来乍到，很有意思
64326,"#！/usr/bin/env python3\nimport math\nr=2\ns=math.pi*r*r\nprint(""s = {.10f}"".format(s))\n\n想问下这个代码错了吗？"
64332,好用
64338,╮(╯﹏╰)╭
64341,可以
64347,完成实验了，略开心 git remote git@shiyanlou/HelloGit.git
64350,今天第一次发现这个，真的是让我有点震惊，感觉还不错，想一次性把它做完，但是还是不得不走了，，
64353,Nice
64356,好长一段时间没复习Linux，发现有些遗忘，需要重新温习一波~
64359,很好
64362,坚持坚持，我要学好Linux
64365,很不错
64368,很棒的学习环境
64371,一点一点的进步
64374,下午再练
64380,简单
64383,没有了
64386,吃完早饭继续！！
64389,还不会用呢
64413,实验楼给了程序员们一个很好的平台，感谢！
64416,了解基础操作
64428,课程还不错
64440,加油！
64443,666
64446,COOL
64452,not bad!
64455,环境还可以，可以顺利做完实验
64458,做完了实验
64461,做完实验了
64464,grep is a good way to exercise.
64467,很不错  下次继续
64473,最近总是出现卡顿的现象，不知道是不是网络的原因，桌面有时候按键无反应，写试验报告的时候也是，数字键，退格键，enter键都不能用，不知道其他同学有没有遇到过类似的情况，如果大家都有是不是也算个Bug呢？
64476,感觉还不错，免去了环境的搭建，更直观，也很奇妙，就好像步入了一只不可预知的神奇之旅。
64479,还没有准备好 下次再来
64488,不错
64497,good
64506,这次比上次有了一点新的认识。
64518,666
64521,应该用时最少赢吧
64524,很好
64527,111
64530,"学习了mongodb的基本语法，创建、删除db,创建、删除collection,insert、save 数据。"
64533,为什么是24个0x90还是不太懂
64536,学习了find查询语句，学习了and、or查询条件，以及共同使用。
64539,说明很详尽，并且资料丰富，要先复习一下基础知识了。。
64545,不错不错
64548,很好
64554,很实用，对萌新来说帮助很大
64557,很好的网址
64560,实验楼真是个好东西！！！
64566,挺好，有很大的收获。
64569,感觉挺不错的、
64575,我还不知道学习一些什么呢
64578,额，体验一下还行，基本的动手实验而已
64581,感觉不错，可以加个会员试试
64584,刚开始，感觉还不错
64587,不错  很好用
64590,本节无实例，理解起来比较费劲
64593,现在还没用熟练，会继续努力的
64596,henhao
64611,2333
64614,还不错哦
64617,基础的课程你也要收费草泥马
64620,第一次来学习，主要是先体验，感觉这个平台很不错，希望自己可以坚持!
64626,loading....
64632,目前只停留在跟着步骤一步一步执行的过程中，还不能将本讲的触发器知识化为己有，不明白具体的用途
64635,"环境有问题, 在本地实验的, 没有时间累计, 不开心"
64641,666实验楼
64644,通俗易懂，先快速上手。能够有实践反馈，激发学习兴趣。
64647,bangbangda!
64650,我想到了黑客设个好工作
64653,但是在发生的是的撒是的·
64656,一边来实验楼实际动手实践一下，一边看《Hadoop权威指南》，这样效果好一点儿，在实验楼这边练习更加方便，效率好一点儿。
64659,还是一头雾水
64662,很经典的入门，非常喜欢
64668,不错继续加油
64671,我离开了一段时间。。。挑战连续完成一件事情
64698,非常棒
64704,学习了
64710,愣是没看懂，回头再看吧。
64713,还是没有学完呐
64716,动手实践一下对理解理论很有帮助，边做边想，对hdfs有了点儿感觉，hdfs读写流程也更加清晰了一点儿。建议直接在环境中提供实例代码会更好一点儿，这样选择可以多一点儿，满足不同人的不同需求，想敲代码的敲代码，想直接用的就直接用就好了。懒，但是敲一遍代码还是更好，嘿嘿
64722,"45', 不错, 加油!"
64725,很好用
64728,非常不错 我看好你
64740,学习能打发无聊的时间
64743,不错
64746,henhao
64749,代码敲的头昏脑涨的。。。不过现在可以愉快的去看MapReduce的原理了 *.*
64752,我们的目标是，星辰大海！
64755,网速太慢……好久没这么愤怒了
64758,实践出真知
64761,历害我的哥
64764,"<script>alert(""hello world"");</script>"
64770,慢慢来
64773,不错，但是我的实验报告还没写呢，关掉就不给写实验报告了
64776,简单但有效
64779,很实用，还需坚持学
64782,好好学习天天向上
64785,好好学习天天向上
64797,不错
64800,不错
64803,。。
64806,"45', 还不错!"
64809,有点心塞 依旧真爱
64812,"21', 凑合吧"
64815,收获很多，在这里有详细的讲解，还有平台供给学习者使用，非常好
64818,继续努力
64821,实验楼入门
64824,1
64833,暂停一下继续学习
64857,https://www.shiyanlou.com/courses/running/share/verify?key=MzY1M2FjYTktZTEwNy00OWZkLWE4YTYtYjIzNGNiNGYyZDdj
64860,好玩！
64866,收获不错
64893,"32' , 凑合"
64917,超赞
64920,挺好的入门教程，多多努力，共勉之
64926,最后一个题，强行用循环语句输出菱形，虽然得出尬果，但是太麻烦，想知道标准答案是什么
64929,真的很好用，可以模拟学习
64935,"# 21', 尚可"
64941,恩，赶脚还不错，但是有些错误刚开始不是太懂，不明白为什么报及怎么解决需要费很大功夫
64950,恩，对初学者是个不错的练习
64953,那么多的命令也记不住，随缘记吧\n学编程，就是要试试
64956,不错的平台
64959,太棒了！！
64965,nice
64968,没学会
64971,真是很令人激动的实验啊！
64974,fuck the environment
64983,come on
64986,没耐心，怎么办，不懂。
64992,简单易懂棒棒棒
64995,可以可以
65007,很好
65010,通俗易懂
65013,最后两个案例没搞弄，不过先过去吧，以后再说
65016,good
65025,我都不知道我在做什么，这新手任务真难
65028,很好
65034,有点难啊
65037,终于完成了一个小的挑战～
65040,慢慢来
65046,我只想找到这么快速跳楼
65049,挺好的
65055,简单熟悉了下实验楼的环境，好奇+++++
65067,全忘了
65070,继续
65073,不错不错
65079,第一次挑战，紧张又激动！
65082,初次实验，感觉很轻松。
65088,坚持就会有收获的
65097,"# 33', 尚可"
65103,还不错，实验环境在云端，挺方便的
65106,是事实上事实上事实上事实上所所
65109,十分真实，很喜欢
65112,爱回家所所所所军军
65115,我感觉直接操作caffe不是很方便，不如通过python来实验
65157,非常不错
65163,什么都不会，有大神带吗
65166,好质量
65169,我太笨
65178,很巧妙的实现方式，之前没有想到
65187,加油
65190,hahah
65193,作为菜鸟，能有实验楼来指导我学习，真心不错~感恩~
65196,非常好！
65199,非常好
65211,很实用，比观看视频的效果要好，果然实践是学习IT的最佳方式！
65214,继续Learn by doing
65217,数学基础太差了。
65223,挺有趣
65232,初步体验来下，讲解的非常清楚与简洁，在线的实验窗口在命令行模式下非常流畅！希望有更多的课程出来
65235,表示喜欢\n！
65244,直观互动，很好
65247,这是我想要的实验室
65250,很不错，很好用。
65253,谢谢
65256,嗯 继续
65259,testing
65262,有一些权限方面的问题没有说明，比如mysqldump备份时有权限问题
65265,心累
65268,"75', 不错~"
65277,爬楼中
65283,记下来就好
65286,努力进步一点点。
65289,"`41', 头大`"
65292,"# 对我而言比较难, 拷贝到本地敲...万一时间过了就GG了..."
65295,Hello World!
65298,非常不错的学习平台，支持你们
65304,唧唧复唧唧木兰当户织
65307,"36', 尚可"
65310,非常好
65313,很好
65316,不想说话，，，，，想哭
65319,GO !
65322,挺好的 省得自己搭配虚拟机
65331,爽！
65334,昨晚一个linux啥都不懂的菜，这个基础的命令和操作很有效
65337,ok
65340,"27', 尚可"
65343,我已学过一门编程语言了
65349,info命令找不到
65364,还不错，有机会再来学习！
65367,gcc 命令一直出错啊  不用自己去搭环境是很棒
65376,得多打。多练。熟能生巧！
65379,good
65382,什么都不知道，都是英文
65388,很不错，讲的通俗易懂，比其他好多博客要讲的好
65391,这节内容感觉真实用，越学越带劲
65394,挑站真的很好玩
65397,"42', 给力"
65400,感谢
65403,123
65406,还可以
65409,太直接。
65412,具体细节的讲解，还需要再提高一些。比如约束的讲解。
65415,还可以
65418,虽然这一章节内容回简单些，但很实用
65421,直接完全一点都不懂
65430,相当不错。很喜欢这种方式。
65433,要记的好多
65436,开始入门
65439,magic
65448,"复习了之前所学的find，chown,和chmod命令。是个不错的实验！"
65451,不错
65463,？
65466,不错，不用在本机下载安装虚拟机了！
65469,henhao
65475,虽然这些基础已经会了，可以看出实验楼的实验指导很详细，操作起来很舒服。
65481,大爱实验楼(* ￣3)(ε￣ *)
65484,大爱实验楼(* ￣3)(ε￣ *)
65487,大爱实验楼(* ￣3)(ε￣ *)
65490,大爱实验楼(* ￣3)(ε￣ *)
65493,大爱实验楼(* ￣3)(ε￣ *)
65496,大爱实验楼(* ￣3)(ε￣ *)
65505,"# 39', 不错~"
65508,just go ahead
65511,很好很强大
65517,"这一节讲得不好, 尤其是装饰器...完全看不懂, 只是提了一嘴而已..."
65520,咦？很有意思诶0.0
65523,"`24', 又搞定一节`"
65526,收益很多
65529,飞常好。。。。
65541,很棒
65544,时间再长点就好了
65547,很好，很详细
65553,不能安装opencv
65559,我会加油的
65565,work harder
65568,很好
65571,这种学习还是挺不错的，做到边学边练！
65580,多看看基础 多理解原理
65586,很好
65589,谢谢有这么好的平台让我可以去学习
65592,不知道web服务器在哪里打开
65607,非常好
65613,第一次实验，已经开始期待后面的实验了。
65619,实现了很好
65622,好像还有其他内容， 比没有涉及
65625,用户体验有些差啊。
65634,很好  很喜欢
65649,比单纯的看W3C 感觉好点，W3C 上全是全，但是严谨到你想睡觉
65652,不错
65655,"39', 尚可~"
65676,卡的不行
65775,第一次挑战完成，还不错，实验环境有点卡
65778,感觉不知道怎么搞，心累。
65784,很好
65790,傻瓜式操作
65796,youdian man
65802,基础知识
65805,Hello World! Hello Shiyanlou!!
65808,very good
65817,初步了解
65823,非常好的一个网站，支持！！
65826,我第一次接触这个实验楼
65829,没看懂那个二次方程式是什么意思。
65835,math.pi这个很重要。
65838,继续盖楼
65841,i can't do this
65844,课程不错
65847,i like shiyanlou
65850,linux用户管理
65856,i like shiyanlou
65862,good
65865,good
65880,很好的平台 继续努力
65892,新奇，继续学习
65907,好久没做过java了，温习下
65913,cd Code\nvim CircleArea.py\n\n\nimport math\nr=2\ns='{:.10f}'.format(math.pi*r*r)\nprint (s)\n\n:wq\n\npython  CircleArea.py
65919,外键通过“foreign key(sid) references student(sid)”语句添加；\n外键字段添加内容关联表主键必须有值否则报“cannot add or update a child row a foreign key constraint fails”错误
65928,Mac  系统下Chrome浏览器里， 输入字符总出现不准确的现象，流畅性也不是很好！
65949,不错
65952,nice哟
65958,学习在学习
65961,hello world
65967,hao
65970,入门了git
65973,不错不错
65976,"72', 不错, 挺给力~"
66006,给力，力挺！！！
66045,对对对
66048,刚开始，努力！
66051,还不错，教学挺清晰的
66057,创建对象来调用方法，还是直接使用方法。
66069,虽然题目并不难！但实际做起来却各种的问题！好在最终做完了！
66072,good
66075,hold on I not ready yet
66078,很好！我回来了！希望我能坚持下去，加油
66081,很好
66084,嗯……一边做着实验一边读着LPTHW也就我一个了吧……总结一下：\nraw_input 只有在python3之前有效，python3已经取消了这一函数\n嗯……raw_input就相当于问你一个问题然后你要回答。我的理解。或者说摄取回答的答案作为输出时的字符
66093,已完成。
66096,实践出真知！ 实验楼 顶起!
66099,good
66102,简单易懂，很好
66105,慢慢来，不着急！
66111,good
66114,good
66120,哎 对你们环境不能自动保存无话可说 到了时间之后什么都没有了
66129,试验环境很好
66135,很好
66150,离成功又进一步
66159,谢谢实验楼
66162,卡死了。。。重来
66174,恩 实验还是没有达到预期的目标，没有显示出执行过程中的打印信息。
66177,很方便
66183,很好
66198,革命尚未成功，还需努力！
66201,加油呀！
66204,好像反应很慢，没有出现实验结果，创作的文件1-1.c没有保存在桌面上，也就无所谓运行了
66207,"73, 给力~"
66213,课程的最后一个图片放错了。应该是hello world的输出界面，不是代码页面
66216,课程的最后一个图片放错了。应该是hello world的输出界面，不是代码页面
66249,不知道为什么sympy模版导入不了
66252,动手！动手！动手！
66255,pip3 install 无法安装包，实验失败了，permission denied
66258,第一次，还不错。
66261,我发现这是个狠不错的一个学习网站(*^__^*)
66264,结果是不是 输出 6 16 22 吗？
66267,这个数计算公式，圆型，圆柱还行，再深了直接给跪了。数学果然是最牛逼的。
66270,基础领进门，修行在个人！
66273,很简单的一个教程，建议可以看下官方的文档，深入了解
66300,敲30分钟代码上升一楼
66303,很强大的功能
66318,体验下先
66324,不知道为什么，今天特别卡
66333,名字有点高深了，其实就是用javac编译而已，不过还是学习了，感谢
66336,挺好的学习软件，非常能锻炼动手能力
66339,量到质的改变
66342,good! thank you!
66348,"39', 尚可. \n\n> 不过这一节内容已经有些陈旧了, 按照教程的方法无法上传Python包到PyPI\n\n```\n执行这两条命令会报410错, 好像说此API已被弃用...\n$ python3 setup.py register -r https://testpypi.python.org/pypi\n$ python3 setup.py sdist upload -r https://testpypi.python.org/pypi\n\n我上网查, 使用: \n$ twine upload dist/*\n才得以成功执行. \n\n另, setup.py中的name属性不要命名为factorial, 否则会报403错误...可是随便用factorial2353之类的名称, 据说重名会报错. \n```\n总之, 这节坑很多, 希望助教可以帮忙反映一下. \n当然, 也有可能是我一知半解给误解了..."
66351,挑战成功啦！
66354,谢谢
66357,很难，怎么才能提高编程能力
66360,启动不了hadoop
66363,谢谢平台
66366,hadoop可以启动，记得要修改/etc/hosts 里面的用户名。
66375,革命尚未成功，同志还需努力~！
66378,不错的 教学方式
66384,百层高楼平地起
66393,不错，挺好的网站
66402,index页面不直接显示价格
66408,加油！
66420,还是蛮基础的  开始没怎么接触这些  感觉还是很不错的
66435,W7FQKW4Y
66441,很满意有这样的一个平台
66447,11
66453,跟着教材做，还是蛮容易的，不过到后面就开始难了
66456,还不错
66462,不错 非常好
66465,了解实验环境。
66474,我的目标是星辰大海。
66477,已经完成。
66498,这个棍子的试验是啥呀，选个数判断？
66501,不错，还需要熟悉函数使用。
66504,hibernate框架的确神奇为我们做了很多jdbc的琐事，现在以操作对象的方式就能完成操作sql可以
66507,环境变量没看懂，有点懵
66510,学了很多东西呢
66513,这种学习方式有点意思
66516,很实用，谢谢。
66519,挺不错的，就是练习代码只能手工输入比较恶心，能直接复制黏贴就完美了
66522,不错的课程，学习中中。。。
66525,非常成功的网站，让人迅速找到学习的方向
66528,好复杂啊。传说 python 不是很容易的吗？一点也不真。这语法还得重新学！
66534,好很好
66543,这个系统早晚我要来改你，混蛋这么卡，老是崩溃，评论还不能用空格，删除键不得不用剪切代替，恼人！
66546,可以使用alert()来调试js中遇到的错误，但是系统巨卡、特别卡，用户体验度不好
66552,和java还是有相似之处，但是规则没有java严格
66555,"39', 尚可~"
66558,good boy
66570,真好
66573,very good
66576,新手小心不输错代码即可~~~~挑战还是比较简单
66579,不错，继续加油！
66582,卡了。。。
66585,Linux简介还是要读一下，知道有那么多大神
66588,内容较多 ，对于0基础 需要反复多看
66609,嗯，继续
66612,嗯，继续
66615,嗯，继续
66618,还有点没弄懂要怎么做
66621,good
66624,11
66630,重温一下，发现忘了基本语法
66633,很实用，不错
66639,非常好
66642,good
66648,基础实验
66663,新看看Linux基础入门再继续学！
66675,很好
66678,Fcuk》》》》》》》》》》》》》》》》》》》》》》》
66687,对于外行快速入门，还是很有效果的
66711,这个实验楼挺不错的
66771,好垃圾啊
66777,实验后面的小命令很有意思
66780,对界面操作还不是太熟悉，C语言代码大学的时候学过一点点，几乎都忘记了，重温了一下，挺有意思的学习方式的，每一次的学习过程都能够记录下来，这对以后的复习有很大的帮助，也增加了学习的乐趣！继续搞事情！！！
66786,卡死了。。。
66813,非常nice
66816,很好
66819,虽然 学习很慢，但是感觉收获很大
66828,方式打开就会发生的
66834,Linux  很有意思    很好用
66837,实验楼的方法确实挺好的，动手是最有效率的学习
66846,msmcsmclsc
66852,一步到位的训练方式，6666
66870,非常好，亲切又实用
66912,不错
66918,浅显易懂的教程，很好
66924,老是段错误
66930,非常好，很详细
66933,老是错误额，本咸鱼明天再来~
66942,很好玩
66945,简单易学，容易上手
66951,第二步去0.11的那个目录的时候找不到那个目录
66957,不错，学习兴趣比看书要高
66960,非常好 感谢这个平台
66963,有收获
66966,good
66969,"11111111,加油"
66972,加油
66975,练习
66984,慢慢来
66987,"Hello,I am coming!"
66990,非常不错  继续体验下看看是否升级为会员
66993,学了一半，还没有学完
66999,好的
67002,还是挺不错的
67008,好的，加油，不错
67023,加油！
67026,在实现报告里面打不了字体，确实是挺烦人的
67029,动手实践是学习it最有效的学习方式
67032,啊呀呀第一个实验好激动，做完去睡觉了2333
67035,很好
67041,加油！
67047,百尺竿头更进一步
67050,分了好几次做这个实验，一点一点来吧
67053,find 目录 -name 参数\nchmod 权限 文件 \nchown  目录/文件 yognhu \nsu
67056,无法提交代码！
67062,基本操作很成问题，影响学习进度
67068,不错的开发者学习平台
67074,好难啊，根本记不住啊，咋办
67086,感谢实验楼
67089,很不错！
67092,很棒的学习网站
67095,刚开始出了点小错误，甚至代码也打错了，但是最后做成还是蛮有成就感的。
67098,实验环境挺方便的，第一课比较简单吧
67101,对TCP/IP协议有了一定的理解，尤其是server.c 和client.c两个c程序，收获蛮多
67104,I love Shiyanlou!
67110,无
67113,I love ShiYanlou!
67122,教程很不错，讲得很详细，清楚
67128,作业代码有趣！
67134,有些概念并没有讲解到位
67140,I love Shiyanlou!
67143,有点难
67146,I love ShiYanLou!
67161,能不能说点幼儿园都能听懂的话
67164,这个作业我不会啊
67167,有点意思
67170,哈哈
67173,看看别的
67176,说实话很不错。。。但是还是有些看不懂。 有没有机器人教我啊。。。。。
67179,不错的体验
67182,还不够懂
67200,非常有用
67203,继续努力
67212,su -1 一直被说是无效命令……
67215,实验楼的环境很棒，感谢提供这个学习方式
67218,加油
67221,非常实用
67224,nice
67227,正确答案是什么呢？我怎么操作都不对，尴尬
67233,提示有问题……明明locate找比较方便（我不知道怎么用find找
67236,不错不错，很良心
67245,第一个hello Word 很简单
67248,非常好
67251,666
67254,不知道怎么开始
67257,收获颇大
67263,感觉是个很厉害的网站啊。。。
67269,不错 图形界面使用 banner
67272,很简单，免去自己安装环境的麻烦
67275,不错！！！
67290,强大的网站
67311,chmod a+w 755 还是不行！！！
67335,nice
67341,good
67344,好
67347,很好
67350,学习了，基本了解了这个东西怎么用，继续，加油
67353,对Linux系统有点了解了
67356,真的很棒
67359,运行成功
67362,实验楼这一题，出题人表达不清，单独的命令算是一个命令，还是说命令加上参数算是一个命令，看来是要加上参数的
67368,gg
67374,Z这是一个文档，很开心看到实验楼，真好有这个利器
67377,儿
67380,报错了
67392,很好
67398,很具有实操性
67410,简单易懂，可以激发初学者的学习兴趣
67416,easy!!
67419,easy
67425,good
67431,linux基础很重要，必须天天来了。几天没来，就生疏了许多。
67434,不错
67440,累了，没网bye
67443,新手，还不懂怎么操作。光看见练习，不知道在哪里练习？实验报告我也不知道提交些什么内容？ 有点提示好了。
67449,幂级数是什么我完全忘了，谁能帮下我。
67455,对于没有资源的穷学生来说，实验楼就是一股清流
67461,jkkk\nkl;
67464,你好，世界
67482,"哈哈, 原来不在实验楼环境下编程也会有`有效时间`记录的, 虽然比实际值少了许多~"
67485,很好的平台
67497,ok
67503,形式非常喜欢，第一次使用。
67506,touch /home/shiyanlou/lovee.c
67509,真实介入，感觉很好 了解很透彻
67512,第一次使用实验楼，感觉还行，就是有点慢，是我网速的问题吗？
67515,实验楼项目很有创意啊，工作多年之后重新找到学校实验室的感觉。
67518,xxx
67521,认识
67551,文档有错误
67581,能够动手实践比什么都要学的快
67596,很牛逼
67608,加油！
67617,谢谢您
67623,基础
67626,哈哈哈
67632,非常有用的学习
67635,练习如果有参考答案就更好了有一点错误，明天再看看
67638,不错
67641,这答案……有坑……
67647,非常有用的学习
67650,初次使用linux环境，还不错
67662,第一次使用这类，感觉一脸懵逼
67665,好的
67668,好的
67671,thanks
67674,很方便，很好用，坚持就会有收获
67677,Thanks
67680,课程设计十分合理
67683,很方便，很好的平台
67686,慢慢学
67692,00 3我也是醉了。。。
67695,nice
67698,markdown怎么实现循环体缩进呢
67701,开始有理解上的难度，求矩阵求导相关知识链接。。。
67704,有意思
67707,还不太懂，就是跟着系统学者做的，但是一点也不了解意思
67710,这个实验说真的，我都不知道要干嘛，就阅读了文档
67713,很好的学习方式
67716,好多命令，学无止境
67731,已完成新手教程。
67737,速度有点慢，有待提高
67740,12'
67746,其实是第一次点开实验楼的实验，先体验一下；所以只看了3分钟，sorry，这个不是我现在要看的内容。。。
67749,cool！
67752,实验楼提供的环境不错。
67755,加油
67758,直接跟着老师的 命令输入都报错呢
67761,"没用实验楼的环境还能累积15', 不错了..."
67776,纯代码操作  cool！
67779,初次体验感觉还算不错，继续加油，也希望实验楼平台能够开发更多更好更刺激更能激发联想的实验！
67809,嗯嗯，很不错
67827,"最后的运行 是./convert 28 ,试了好多遍，原来是这样测试结果"
67839,sudo find /etc/ -name sources.list chown shiyanlou sources.list chmod 600 sources.list
67842,你好
67863,还行
67923,加油
67929,初入门，挺好的
67932,chmod chown 两个的基础认识
67935,实验的体验不错，值得学习
67938,不太详细，对基础薄弱的同学来说，很吃力
67941,fire test dome
67947,还可以
67950,我日！！！！！
67956,完美
67959,hhaha
67962,实验效果感觉很棒
67965,fffff
67968,第一次接触还听好玩的
67971,太简单了一点，适合零基础学习
67974,nice
67977,这个虚机真是卡成狗屎了
67980,有些细节没有讲清楚，读者不知道，要自己想。编写的人始终没办法完全从小白的角度去想教程应该怎么写才能看得懂。当然这个也比市面上很多教科书要好了。那些教科书没有老师教一般很难懂，聪明人除外。
67983,nice
67989,nice
67992,111
67995,风格的规范
67998,nice
68004,Linux环境密码错误，无法获得新建文件的权限
68007,nice
68010,0
68013,懵懵懂懂，尚需努力
68016,挺好
68019,弄不到，那个桌面根本控制不了
68022,very good
68025,试试看
68028,感觉非常棒。。。再弄几天可以考虑会员啦
68034,。。。
68037,谢谢实验楼提供的服务
68043,搞不懂感觉还是没讲清楚
68046,很好
68049,很好
68058,坚持，再坚持！
68064,不错
68067,额额
68073,总是命名错误。。。。
68082,第一次使用python ，很好用，继续好好学习
68085,内容比较丰富，挺好的。
68091,鹅鹅鹅
68094,还是不懂啊
68097,good
68100,<img/src=x onerror=alert(1)>
68103,keyikeyi
68106,由于实验环境需要联网，无法继续进行下去，希望实验楼对于这种小实验可以基于联网支持。
68109,不懂啊
68112,nice
68115,好
68118,编程有了一定基础，想快速学习新技能，这些实验太基础有点浪费时间！但你们用意和网站做的真心好！很惊讶，点赞！！！
68121,这个网站好棒棒
68136,nice
68160,基础
68202,还不错
68205,不错不错
68208,讲的简单明了，对入门级帮助很大，很喜欢！
68211,还要再实验一次
68220,第一次使用，体验感真的很好，菜鸟的我，找在线学习Linux很久了，终于找到神器了，给一个大赞~\\(≧▽≦)/~
68223,linux还不怎么熟悉
68226,jjjjjjjj
68229,好
68235,炽
68238,ssssssssssssssssssssssss
68244,不错
68262,非常好 很适合学linux
68265,nice
68268,动手还是挺容易学会的
68271,nice
68274,Linux系统好难用
68277,很有意思，学的很开心。
68280,感谢作者分享，新手还不熟练，很多代码都不认识，慢慢学习中
68283,很不错
68289,nice! come on bady
68292,sorry
68295,nice
68298,sorry
68301,开始没看英文提示，被每天凌晨3点给折腾了半天，2333.
68304,nice
68307,继续努力！
68313,简单易学，希望我可以坚持下去，好的开始！
68316,I am gonna survive this
68319,"<html>\n  <head>\n   <title>first html</title>\n  </head>\n  <body>\n   <h1>My first html</h1>\n   <p>hello,shiyanlou</p>\n  </body>\n\n\n</html>"
68322,这个有效时间比我实际敲代码的时间感觉少了很多的样子
68325,用来入门还是不错的
68328,已完成
68331,ok
68334,下载代码的时候，点击下载按钮，页面卡死
68346,简单易学，强调实验，简直为初学者量身打造。
68349,666
68352,"很不错的Redis入门教程,讲的很不错"
68355,vb
68361,学习了喝多基本技能很有收获
68367,简单详细的文字讲解，看明白很容易
68370,有点晕晕乎乎的感觉
68376,very good
68382,ok
68385,非常棒，边学习边时间，很好的学习方式
68394,终于看懂了
68397,"作业：\nmysql> SELECT id,name,people_num,COUNT(proj_name) AS count_project \n    -> FROM employee JOIN department ON employee.in_dpt = department.dpt_name\n    -> JOIN project ON employee.in_dpt = project.of_dpt\n    -> GROUP BY employee.name\n    -> ORDER BY employee.id;\n+----+------+------------+---------------+\n| id | name | people_num | count_project |\n+----+------+------------+---------------+\n|  1 | Tom  |         15 |             2 |\n|  2 | Jack |         12 |             2 |\n|  3 | Rose |         10 |             1 |\n|  4 | Jim  |         11 |             1 |\n|  5 | Mary |         12 |             2 |\n|  6 | Alex |         11 |             1 |\n|  7 | Ken  |         11 |             1 |\n|  8 | Rick |         10 |             1 |\n|  9 | Joe  |         12 |             2 |\n| 10 | Mike |         15 |             2 |\n| 11 | Jobs |         12 |             2 |\n| 12 | Tony |         10 |             1 |\n+----+------+------------+---------------+\n12 rows in set (0.00 sec)"
68400,理论与实践相结合，很好
68403,very good
68406,跟着实验步骤学会了很多
68409,这个系统好慢
68412,很不错
68415,很好
68418,很喜欢
68424,很喜欢
68499,坚持
68502,分配了有10分钟了吧
68505,不想说
68508,环境变量这一点还有些不了解，要回去百度一下看看，实验楼就是不错，提供了一个很好的实验环境！
68514,这是和c相关的入门
68517,bucuo
68526,非常贴心的设计！
68529,zip -r -q -o test.zip test\ntar -cf test.tar test\nunzip test.zip\ntar -xf test.tar
68553,坚持
68565,du -s *|sort -hr|head -n 10
